LABEL	state_id	item_index	lexical_identity	target_phonology	S0_freear_predicted_phonology	divergence_step	diag_prefix_correction_label	diag_prefix_correction_corrected_predicted_phonology	diag_prefix_correction_corrected_exact	diag_prefix_correction_corrected_second_divergence_step	diag_prefix_correction_corrected_terminated_by_cap
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28633	scornful	S K AO R N F AH L	D IH S R IH Z AH M	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IH D AH L IH Z AH M	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28634	scorpio	S K AO R P IY OW	K AA R M S AH M IH NG	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K UW L Z	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28635	scorpion	S K AO R P IY AH N	K R IH P AO L	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AO R P IY AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28636	scorpius	S K AO R P IY AH S	N IY K AY D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AO R P IY AH N	0	7	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28637	scorsese	S K AO R S IY Z	R OW L B IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AO R T S	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28639	scotch	S K AA CH	S K AA T	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AA CH	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28640	scotsman	S K AA T S M AH N	S K AA T S	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AA T S M AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28641	scottie	S K AA T IY	HH AH N T IH G	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AA T AH D	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28642	scottsdale	S K AA T S D EY L	D IH L AH Z	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AA R D AO R	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28643	scoundrel	S K AW N D R AH L	R AA R N IH M ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S N AO D ER	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28645	scourge	S K ER JH	S K R EY N JH ER	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K ER JH	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28647	scoutmaster	S K AW T M AE S T ER	P OW L D ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K Y UW P AH T	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28648	scow	S K AW	S K R AW N	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AW N	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28653	scram	S K R AE M	K IH K	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE M	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28654	scramble	S K R AE M B AH L	HH AE F	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AE M P	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28655	scranton	S K R AE N T AH N	L AH N T IH NG	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH T IH NG	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28657	scrapbook	S K R AE P B UH K	S K R IH P JH ER	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE P B UH K	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28659	scraper	S K R EY P ER	F L AE P ER EY T ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE P SH ER	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28662	scrappy	S K R AE P IY	S K R AH P	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE B IY	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28664	scratchy	S K R AE CH IY	S K R AE P	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE CH IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28665	scrawl	S K R AO L	S K R AH M P	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AO L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28666	scrawny	S K R AO N IY	F R AO N Z IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AH B IY	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28667	scream	S K R IY M	S K R IY F	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IY M	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28668	screamer	S K R IY M ER	K R AE B ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IY M ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28669	screaming	S K R IY M IH NG	S K R IH M IH NG	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IY M IH NG	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28671	screed	S K R IY D	S K R AO P SH AH N	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IY D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28674	screenwriter	S K R IY N R AY T ER	K AA R T UW AH T ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K UW L ER	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28675	screwball	S K R UW B AO L	G R AH M P AH L	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AO N IH SH	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28676	screwdriver	S K R UW D R AY V ER	S K AA R P ER	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R UW P ER	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28677	screwy	S K R UW IY	G Z IY JH IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K IY P IY	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28678	scribble	S K R IH B AH L	HH OW P L AA T	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R UW B AH L	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28680	scribe	S K R AY B	N UW B R EH K	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S EY B R IY AH N T	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28681	scribner	S K R IH B N ER	P IH G N AH N Z	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IH B	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28682	scrimmage	S K R IH M IH JH	R IH K W EH S T	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IH P B IY L	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28683	scrimp	S K R IH M P	S K R AH M	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IH M P	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28684	scrimshaw	S K R IH M SH AO	K AH L IH F T OW	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S T R AH T ER	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28686	scripted	S K R IH P T IH D	F AH N IH SH T R IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IH CH T AY Z D	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28688	scripture	S K R IH P CH ER	K R IH CH AH T IH D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S T R AY K AH N S	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28689	scrivener	S K R IH V N ER	S K R IH P T	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IH V ER B AH L	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28690	scrod	S K R AA D	S K R AA G	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AA D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28691	scrooge	S K R UW JH	F R UW D Z	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AA P SH AH T	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28693	scrub	S K R AH B	S AH N IY	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R UW B	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28695	scrubber	S K R AH B ER	S K R UW B ER	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AH B ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28696	scrubbing	S K R AH B IH NG	K R AH F IH L IH NG	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AH B IH NG	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28697	scrubby	S K R AH B IY	S K R AH P IY	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AH B IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28698	scruffy	S K R AH F IY	SH R UH K IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R UH K IY	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28699	scruggs	S K R AH G Z	N AH K	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K EH G	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28700	scrunch	S K R AH N CH	K L AH B L IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AH G	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28701	scruple	S K R UW P AH L	S K R UW B AH L	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R UW P AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28702	scrutinize	S K R UW T AH N AY Z	S K R UW T	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R UW T AH N EY T	0	7	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28703	scrutiny	S K R UW T AH N IY	S K R UW JH AH N S	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R UW T AH S	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28704	scud	S K AH D	D AH S K AH T	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S AH B AE S K AH L	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28705	scuff	S K AH F	B L AH SH	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH M B AH L	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28706	scuffle	S K AH F AH L	S K AE T AH L	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH L SH EY P	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28708	sculley	S K AH L IY	S K AH L AY Z	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH L IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28709	scullion	S K AH L Y AH N	HH EY S T R EY S	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IY L N AH S	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28711	sculptor	S K AH L P T ER	K AH L P R IH S T	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH L P T ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28714	scumbag	S K AH M B AE G	S K AH D UW	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH M B ER	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28715	scupper	S K AH P ER	HH AA K AH N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH T AH L	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28716	scuppernong	S K AH P ER N AO NG	B AH NG G AH M	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH D AH L B ER G	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28717	scurrilous	S K ER AH L AH S	M EH R AH B AA L IH SH AH	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K Y UH R IY AH S	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28718	scurry	S K ER IY	S K ER T	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K ER IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28719	scuttle	S K AH T AH L	S K IY AH T	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH N JH	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28720	scuttlebutt	S K AH T AH L B AH T	G L AA K AH L S	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AO R N IH T S	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28723	scythian	S IH TH IY AH N	AA S P AA TH AH	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S AY AH M IH TH IY AH	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28726	seaboard	S IY B AO R D	R EH F T IH K AH N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY B AO R D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28728	seacoast	S IY K OW S T	S IY S AY T IY	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY K OW	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28729	seafarer	S IY F EH R ER	B IY CH ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S AE L D ER	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28730	seafront	S IY F R AH N T	R IY F R UW AH N S	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY S UW V AH N T	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28732	seagram	S IY G R AH M	R IH JH IH S T IH K	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY G R AH M	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28733	seagull	S IY G AH L	S K UW L K AA T	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY G AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28734	sealant	S IY L AH N T	S AY L OW N EH R	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY L AH N T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28735	sealer	S IY L ER	S IY L IH N	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY L ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28737	seaman	S IY M AH N	CH AA R M AH N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY M AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28738	seamless	S IY M L AH S	S IY L AH N	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY M L AH S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28739	seamstress	S IY M S T R IH S	N UW Z M AH N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY M Z	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28741	seance	S EY AA N S	S EH T AH L V IH N	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S EY G Y AA R D	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28742	seaport	S IY P AO R T	G AE S P IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S AA P AH T IH SH AH N	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28745	searchlight	S ER CH L AY T	S ER CH	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S ER CH L AY T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28746	searing	S IH R IH NG	D R IH M	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IH N D IH NG	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28748	seashell	S IY SH EH L	S IY S T EY L	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY SH UW	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28749	seashore	S IY SH AO R	S IY SH UW	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY SH AO R	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28750	seasick	S IY S IH K	S IY S AH N IH NG	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY S IH K	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28751	seaside	S IY S AY D	S AO L T AW T	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY S AY D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28753	seasoning	S IY Z AH N IH NG	S IY Z ER N	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY Z AH N ER	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28754	seatbelt	S IY T B EH L T	S IY B IY TH IY	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY T IH NG	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28760	seaworthy	S IY W AO R DH IY	S EY L B AH D	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY W AO R DH IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28761	sebaceous	S AH B EY SH AH S	HH AH S IH L AH M AH S	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S AH K S EH S AH N T	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28762	sebastian	S AH B AE S CH AH N	S AO R F ER	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S AH B AE T	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28763	sebring	S IY B R IH NG	P AH N IY W IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY B R AH N	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28764	secede	S IH S IY D	S EH S T EY T	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IH S EH D AH	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28765	secession	S IH S EH SH AH N	S IH K S AY D AH L	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IH S EH SH AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28766	seclude	S AH K L UW D	S AH L EH P T IH V	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S AH K L UW D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28768	secrecy	S IY K R AH S IY	P R IY T EH S K AH L	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R UW T IH S	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28769	secrete	S IH K R IY T	S ER K AH S AY Z	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IH M IY T	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28770	secretion	S AH K R IY SH AH N	S AH K R IY SH	6	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S AH K R IY SH AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28771	secretive	S IY K R AH T IH V	S IY K W AH N T	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY K R AH T IH V	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	28773	sectarian	S EH K T EH R IY AH N	B EH L AH D R IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S EH K T EH N D ER	0	5	0
