item_index	word	batch_dec_width	rank	target_phonemes	length	zipf_approx	is_word	gate	effective_ventral_weight	effective_dorsal_weight	lexical_confidence	lexical_margin	lexical_density	canonical_full_exact	canonical_full_predicted	canonical_wm_exact	canonical_wm_predicted	canonical_ltm_exact	canonical_ltm_predicted	canonical_fixed05_exact	canonical_fixed05_predicted	freear_full_exact	freear_full_predicted	freear_wm_exact	freear_wm_predicted	freear_ltm_exact	freear_ltm_predicted	freear_fixed05_exact	freear_fixed05_predicted	competence_category	competence_category_freear
1128	sent	10	1129	S EH N T	4	0.000886	1	0.5526177883148193	0.5526177883148193	0.44738221168518066	0.805626630783081	0.13808047771453857	2.719635248184204	1	S EH N T	1	S EH N T	1	S EH N T	1	S EH N T	1	S EH N T	1	S EH N T	1	S EH N T	1	S EH N T	BOTH_CORRECT	BOTH_CORRECT
1129	shown	10	1130	SH OW N	3	0.000885	1	0.5561804175376892	0.5561804175376892	0.4438195824623108	0.8128372430801392	0.07434636354446411	3.4438271522521973	1	SH OW N	1	SH OW N	1	SH OW N	1	SH OW N	1	SH OW N	1	SH OW N	1	SH OW N	1	SH OW N	BOTH_CORRECT	BOTH_CORRECT
1130	saturday	10	1131	S AE T ER D IY	6	0.000884	1	0.5699722170829773	0.5699722170829773	0.4300277829170227	0.8408688902854919	0.026636362075805664	6.207242965698242	1	S AE T ER D IY	1	S AE T ER D IY	1	S AE T ER D IY	1	S AE T ER D IY	1	S AE T ER D IY	1	S AE T ER D IY	1	S AE T ER D IY	1	S AE T ER D IY	BOTH_CORRECT	BOTH_CORRECT
1131	christmas	10	1132	K R IH S M AH S	7	0.000883	1	0.5636969804763794	0.5636969804763794	0.4363030195236206	0.8280899524688721	0.16119372844696045	1.4006959199905396	1	K R IH S M AH S	1	K R IH S M AH S	1	K R IH S M AH S	1	K R IH S M AH S	1	K R IH S M AH S	1	K R IH S M AH S	1	K R IH S M AH S	1	K R IH S M AH S	BOTH_CORRECT	BOTH_CORRECT
1132	england	10	1133	IH NG G L AH N D	7	0.000883	1	0.5533196330070496	0.5533196330070496	0.44668036699295044	0.8070462942123413	0.17057597637176514	2.323338747024536	1	IH NG G L AH N D	1	IH NG G L AH N D	1	IH NG G L AH N D	1	IH NG G L AH N D	1	IH NG G L AH N D	1	IH NG G L AH N D	1	IH NG G L AH N D	1	IH NG G L AH N D	BOTH_CORRECT	BOTH_CORRECT
1133	culture	10	1134	K AH L CH ER	5	0.000882	1	0.5749616026878357	0.5749616026878357	0.4250383973121643	0.8510618805885315	0.14678651094436646	1.7770456075668335	1	K AH L CH ER	1	K AH L CH ER	1	K AH L CH ER	1	K AH L CH ER	1	K AH L CH ER	1	K AH L CH ER	1	K AH L CH ER	1	K AH L CH ER	BOTH_CORRECT	BOTH_CORRECT
1134	band	10	1135	B AE N D	4	0.000881	1	0.5503617525100708	0.5503617525100708	0.4496382474899292	0.8010661602020264	0.10811960697174072	3.2403564453125	1	B AE N D	1	B AE N D	1	B AE N D	1	B AE N D	1	B AE N D	1	B AE N D	1	B AE N D	1	B AE N D	BOTH_CORRECT	BOTH_CORRECT
1135	flash	10	1136	F L AE SH	4	0.00088	1	0.5218732953071594	0.5218732953071594	0.4781267046928406	0.7437744736671448	0.280426025390625	1.4105918407440186	1	F L AE SH	1	F L AE SH	1	F L AE SH	1	F L AE SH	1	F L AE SH	1	F L AE SH	1	F L AE SH	1	F L AE SH	BOTH_CORRECT	BOTH_CORRECT
1136	ms	10	1137	M IH Z	3	0.00088	1	0.5274922251701355	0.5274922251701355	0.4725077748298645	0.7550399303436279	0.39915788173675537	1.062556266784668	1	M IH Z	1	M IH Z	1	M IH Z	1	M IH Z	1	M IH Z	1	M IH Z	1	M IH Z	1	M IH Z	BOTH_CORRECT	BOTH_CORRECT
1137	lead	10	1138	L EH D	3	0.000879	1	0.5193349123001099	0.5193349123001099	0.48066508769989014	0.7386890649795532	0.07864940166473389	7.601949691772461	1	L EH D	1	L EH D	1	L EH D	1	L EH D	1	L EH D	1	L EH D	1	L EH D	1	L EH D	BOTH_CORRECT	BOTH_CORRECT
1138	george	10	1139	JH AO R JH	4	0.000878	1	0.5364776253700256	0.5364776253700256	0.46352237462997437	0.7730851173400879	0.17814970016479492	1.977480173110962	1	JH AO R JH	1	JH AO R JH	1	JH AO R JH	1	JH AO R JH	1	JH AO R JH	1	JH AO R JH	1	JH AO R JH	1	JH AO R JH	BOTH_CORRECT	BOTH_CORRECT
1139	choice	10	1140	CH OY S	3	0.000877	1	0.5666777491569519	0.5666777491569519	0.4333222508430481	0.834154486656189	0.12583506107330322	2.2391953468322754	1	CH OY S	1	CH OY S	1	CH OY S	1	CH OY S	1	CH OY S	1	CH OY S	1	CH OY S	1	CH OY S	BOTH_CORRECT	BOTH_CORRECT
1140	went	10	1141	W EH N T	4	0.000876	1	0.5341307520866394	0.5341307520866394	0.4658692479133606	0.7683678269386292	0.13733094930648804	12.851507186889648	1	W EH N T	1	W EH N T	1	W EH N T	1	W EH N T	1	W EH N T	1	W EH N T	1	W EH N T	1	W EH N T	BOTH_CORRECT	BOTH_CORRECT
1141	starting	10	1142	S T AA R T IH NG	7	0.000876	1	0.5591854453086853	0.5591854453086853	0.4408145546913147	0.8189284205436707	0.026111364364624023	5.385185241699219	1	S T AA R T IH NG	1	S T AA R T IH NG	1	S T AA R T IH NG	1	S T AA R T IH NG	1	S T AA R T IH NG	1	S T AA R T IH NG	1	S T AA R T IH NG	1	S T AA R T IH NG	BOTH_CORRECT	BOTH_CORRECT
1142	thursday	10	1143	TH ER Z D EY	5	0.000875	1	0.5609670281410217	0.5609670281410217	0.43903297185897827	0.822543740272522	0.005201935768127441	7.732631683349609	1	TH ER Z D EY	1	TH ER Z D EY	1	TH ER Z D EY	1	TH ER Z D EY	1	TH ER Z D EY	1	TH ER Z D EY	1	TH ER Z D EY	1	TH ER Z D EY	BOTH_CORRECT	BOTH_CORRECT
1143	courses	10	1144	K AO R S AH Z	6	0.000874	1	0.540931224822998	0.540931224822998	0.45906877517700195	0.7820460200309753	0.18396741151809692	1.8449013233184814	1	K AO R S AH Z	1	K AO R S AH Z	1	K AO R S AH Z	1	K AO R S AH Z	1	K AO R S AH Z	1	K AO R S AH Z	1	K AO R S AH Z	1	K AO R S AH Z	BOTH_CORRECT	BOTH_CORRECT
1144	consumer	10	1145	K AH N S UW M ER	7	0.000873	1	0.5554061532020569	0.5554061532020569	0.4445938467979431	0.8112692832946777	0.08841067552566528	2.1395742893218994	1	K AH N S UW M ER	1	K AH N S UW M ER	1	K AH N S UW M ER	1	K AH N S UW M ER	1	K AH N S UW M ER	1	K AH N S UW M ER	1	K AH N S UW M ER	1	K AH N S UW M ER	BOTH_CORRECT	BOTH_CORRECT
1145	hi	10	1146	HH AY	2	0.000873	1	0.534425675868988	0.534425675868988	0.46557432413101196	0.7689604163169861	0.19325029850006104	3.5677266120910645	1	HH AY	1	HH AY	1	HH AY	1	HH AY	1	HH AY	1	HH AY	1	HH AY	1	HH AY	BOTH_CORRECT	BOTH_CORRECT
1146	airport	10	1147	EH R P AO R T	6	0.000872	1	0.576326847076416	0.576326847076416	0.423673152923584	0.8538562655448914	0.14499801397323608	1.4147651195526123	1	EH R P AO R T	1	EH R P AO R T	1	EH R P AO R T	1	EH R P AO R T	1	EH R P AO R T	1	EH R P AO R T	1	EH R P AO R T	1	EH R P AO R T	BOTH_CORRECT	BOTH_CORRECT
1147	foreign	10	1148	F AO R AH N	5	0.000871	1	0.5239474773406982	0.5239474773406982	0.47605252265930176	0.7479316592216492	0.1925843358039856	3.6181674003601074	1	F AO R AH N	1	F AO R AH N	1	F AO R AH N	1	F AO R AH N	1	F AO R AH N	1	F AO R AH N	1	F AO R AH N	1	F AO R AH N	BOTH_CORRECT	BOTH_CORRECT
1148	artist	10	1149	AA R T AH S T	6	0.00087	1	0.5862106680870056	0.5862106680870056	0.4137893319129944	0.8741611838340759	0.17034894227981567	1.7443902492523193	1	AA R T AH S T	1	AA R T AH S T	1	AA R T AH S T	1	AA R T AH S T	1	AA R T AH S T	1	AA R T AH S T	1	AA R T AH S T	1	AA R T AH S T	BOTH_CORRECT	BOTH_CORRECT
1149	outside	10	1150	AW T S AY D	5	0.00087	1	0.5631929636001587	0.5631929636001587	0.4368070363998413	0.8270654082298279	0.19765686988830566	2.161801815032959	1	AW T S AY D	1	AW T S AY D	1	AW T S AY D	1	AW T S AY D	1	AW T S AY D	1	AW T S AY D	1	AW T S AY D	1	AW T S AY D	BOTH_CORRECT	BOTH_CORRECT
1150	furniture	10	1151	F ER N IH CH ER	6	0.000869	1	0.570258378982544	0.570258378982544	0.42974162101745605	0.8414526581764221	0.09909385442733765	1.8948521614074707	1	F ER N IH CH ER	1	F ER N IH CH ER	1	F ER N IH CH ER	1	F ER N IH CH ER	1	F ER N IH CH ER	1	F ER N IH CH ER	1	F ER N IH CH ER	1	F ER N IH CH ER	BOTH_CORRECT	BOTH_CORRECT
1151	levels	10	1152	L EH V AH L Z	6	0.000868	1	0.571702241897583	0.571702241897583	0.428297758102417	0.8443998694419861	0.07922792434692383	2.244832992553711	1	L EH V AH L Z	1	L EH V AH L Z	1	L EH V AH L Z	1	L EH V AH L Z	1	L EH V AH L Z	1	L EH V AH L Z	1	L EH V AH L Z	1	L EH V AH L Z	BOTH_CORRECT	BOTH_CORRECT
1152	channel	10	1153	CH AE N AH L	5	0.000867	1	0.5685942769050598	0.5685942769050598	0.4314057230949402	0.83805912733078	0.10691237449645996	1.7666407823562622	1	CH AE N AH L	1	CH AE N AH L	1	CH AE N AH L	1	CH AE N AH L	1	CH AE N AH L	1	CH AE N AH L	1	CH AE N AH L	1	CH AE N AH L	BOTH_CORRECT	BOTH_CORRECT
1153	letter	10	1154	L EH T ER	4	0.000867	1	0.5607311129570007	0.5607311129570007	0.43926888704299927	0.8220648765563965	0.0797683596611023	2.4151060581207275	1	L EH T ER	1	L EH T ER	1	L EH T ER	1	L EH T ER	1	L EH T ER	1	L EH T ER	1	L EH T ER	1	L EH T ER	BOTH_CORRECT	BOTH_CORRECT
1154	mode	10	1155	M OW D	3	0.000866	1	0.5463364124298096	0.5463364124298096	0.45366358757019043	0.7929394841194153	0.13835853338241577	1.6712864637374878	1	M OW D	1	M OW D	1	M OW D	1	M OW D	1	M OW D	1	M OW D	1	M OW D	1	M OW D	BOTH_CORRECT	BOTH_CORRECT
1155	phones	10	1156	F OW N Z	4	0.000865	1	0.5762767195701599	0.5762767195701599	0.4237232804298401	0.8537536263465881	0.16812103986740112	2.158855438232422	1	F OW N Z	1	F OW N Z	1	F OW N Z	1	F OW N Z	1	F OW N Z	1	F OW N Z	1	F OW N Z	1	F OW N Z	BOTH_CORRECT	BOTH_CORRECT
1156	ideas	10	1157	AY D IY AH Z	5	0.000864	1	0.5752094984054565	0.5752094984054565	0.42479050159454346	0.8515690565109253	0.2203769087791443	1.5838475227355957	1	AY D IY AH Z	1	AY D IY AH Z	1	AY D IY AH Z	1	AY D IY AH Z	1	AY D IY AH Z	1	AY D IY AH Z	1	AY D IY AH Z	1	AY D IY AH Z	BOTH_CORRECT	BOTH_CORRECT
1157	wednesday	10	1158	W EH N Z D IY	6	0.000864	1	0.5589666366577148	0.5589666366577148	0.44103336334228516	0.8184846639633179	0.0009086728096008301	9.18382453918457	1	W EH N Z D IY	1	W EH N Z D IY	1	W EH N Z D IY	1	W EH N Z D IY	1	W EH N Z D IY	1	W EH N Z D IY	1	W EH N Z D IY	1	W EH N Z D IY	BOTH_CORRECT	BOTH_CORRECT
1158	structure	10	1159	S T R AH K CH ER	7	0.000863	1	0.5789031386375427	0.5789031386375427	0.4210968613624573	0.8591361045837402	0.08106935024261475	1.8103740215301514	1	S T R AH K CH ER	1	S T R AH K CH ER	1	S T R AH K CH ER	1	S T R AH K CH ER	1	S T R AH K CH ER	1	S T R AH K CH ER	1	S T R AH K CH ER	1	S T R AH K CH ER	BOTH_CORRECT	BOTH_CORRECT
1159	fund	10	1160	F AH N D	4	0.000862	1	0.5593234300613403	0.5593234300613403	0.44067656993865967	0.8192083239555359	0.0488240122795105	3.2508292198181152	1	F AH N D	1	F AH N D	1	F AH N D	1	F AH N D	1	F AH N D	1	F AH N D	1	F AH N D	1	F AH N D	BOTH_CORRECT	BOTH_CORRECT
1160	summer	10	1161	S AH M ER	4	0.000861	1	0.5527862310409546	0.5527862310409546	0.4472137689590454	0.8059672117233276	0.1322307586669922	2.582733392715454	1	S AH M ER	1	S AH M ER	1	S AH M ER	1	S AH M ER	1	S AH M ER	1	S AH M ER	1	S AH M ER	1	S AH M ER	BOTH_CORRECT	BOTH_CORRECT
1161	allow	10	1162	AH L AW	3	0.000861	1	0.5865872502326965	0.5865872502326965	0.41341274976730347	0.8749374151229858	0.11337679624557495	3.6037392616271973	1	AH L AW	1	AH L AW	1	AH L AW	1	AH L AW	1	AH L AW	1	AH L AW	1	AH L AW	1	AH L AW	BOTH_CORRECT	BOTH_CORRECT
1162	degree	10	1163	D IH G R IY	5	0.00086	1	0.555045485496521	0.555045485496521	0.444954514503479	0.8105390667915344	0.17658984661102295	1.54973304271698	1	D IH G R IY	1	D IH G R IY	1	D IH G R IY	1	D IH G R IY	1	D IH G R IY	1	D IH G R IY	1	D IH G R IY	1	D IH G R IY	BOTH_CORRECT	BOTH_CORRECT
1163	contract	10	1164	K AA N T R AE K T	8	0.000859	1	0.5547982454299927	0.5547982454299927	0.4452017545700073	0.8100385069847107	0.10203206539154053	1.689453363418579	1	K AA N T R AE K T	1	K AA N T R AE K T	1	K AA N T R AE K T	1	K AA N T R AE K T	1	K AA N T R AE K T	1	K AA N T R AE K T	1	K AA N T R AE K T	1	K AA N T R AE K T	BOTH_CORRECT	BOTH_CORRECT
1164	button	10	1165	B AH T AH N	5	0.000858	1	0.5471469759941101	0.5471469759941101	0.4528530240058899	0.7945749163627625	0.164800226688385	1.3333759307861328	1	B AH T AH N	1	B AH T AH N	1	B AH T AH N	1	B AH T AH N	1	B AH T AH N	1	B AH T AH N	1	B AH T AH N	1	B AH T AH N	BOTH_CORRECT	BOTH_CORRECT
1165	releases	10	1166	R IH L IY S IH Z	7	0.000858	1	0.5595650672912598	0.5595650672912598	0.44043493270874023	0.8196985125541687	0.16930288076400757	1.360561490058899	1	R IH L IY S IH Z	1	R IH L IY S IH Z	1	R IH L IY S IH Z	1	R IH L IY S IH Z	1	R IH L IY S IH Z	1	R IH L IY S IH Z	1	R IH L IY S IH Z	1	R IH L IY S IH Z	BOTH_CORRECT	BOTH_CORRECT
1166	wed	10	1167	W EH D	3	0.000857	1	0.5230718851089478	0.5230718851089478	0.47692811489105225	0.746176540851593	0.34994959831237793	1.116821527481079	1	W EH D	1	W EH D	1	W EH D	1	W EH D	1	W EH D	1	W EH D	1	W EH D	1	W EH D	BOTH_CORRECT	BOTH_CORRECT
1167	homes	10	1168	HH OW M Z	4	0.000856	1	0.55007404088974	0.55007404088974	0.44992595911026	0.8004848957061768	0.14298957586288452	2.155608892440796	1	HH OW M Z	1	HH OW M Z	1	HH OW M Z	1	HH OW M Z	1	HH OW M Z	1	HH OW M Z	1	HH OW M Z	1	HH OW M Z	BOTH_CORRECT	BOTH_CORRECT
1168	super	10	1169	S UW P ER	4	0.000855	1	0.5226796865463257	0.5226796865463257	0.4773203134536743	0.7453905940055847	0.2961684465408325	1.428954005241394	1	S UW P ER	1	S UW P ER	1	S UW P ER	1	S UW P ER	1	S UW P ER	1	S UW P ER	1	S UW P ER	1	S UW P ER	BOTH_CORRECT	BOTH_CORRECT
1169	male	10	1170	M EY L	3	0.000855	1	0.5453034043312073	0.5453034043312073	0.4546965956687927	0.7908559441566467	0.2001212239265442	1.8134779930114746	1	M EY L	1	M EY L	1	M EY L	1	M EY L	1	M EY L	1	M EY L	1	M EY L	1	M EY L	BOTH_CORRECT	BOTH_CORRECT
1170	matter	10	1171	M AE T ER	4	0.000854	1	0.5585175156593323	0.5585175156593323	0.4414824843406677	0.8175738453865051	0.14670348167419434	2.3760035037994385	1	M AE T ER	1	M AE T ER	1	M AE T ER	1	M AE T ER	1	M AE T ER	1	M AE T ER	1	M AE T ER	1	M AE T ER	BOTH_CORRECT	BOTH_CORRECT
1171	custom	10	1172	K AH S T AH M	6	0.000853	1	0.5565279722213745	0.5565279722213745	0.4434720277786255	0.8135413527488708	0.3123592138290405	1.1833854913711548	1	K AH S T AH M	1	K AH S T AH M	1	K AH S T AH M	1	K AH S T AH M	1	K AH S T AH M	1	K AH S T AH M	1	K AH S T AH M	1	K AH S T AH M	BOTH_CORRECT	BOTH_CORRECT
1172	virginia	10	1173	V ER JH IH N Y AH	7	0.000853	1	0.5542571544647217	0.5542571544647217	0.4457428455352783	0.8089433312416077	0.17504966259002686	2.817641258239746	1	V ER JH IH N Y AH	1	V ER JH IH N Y AH	1	V ER JH IH N Y AH	1	V ER JH IH N Y AH	1	V ER JH IH N Y AH	1	V ER JH IH N Y AH	1	V ER JH IH N Y AH	1	V ER JH IH N Y AH	BOTH_CORRECT	BOTH_CORRECT
1173	almost	10	1174	AO L M OW S T	6	0.000852	1	0.5642918348312378	0.5642918348312378	0.4357081651687622	0.8292995095252991	0.1247408390045166	4.152993202209473	1	AO L M OW S T	1	AO L M OW S T	1	AO L M OW S T	1	AO L M OW S T	1	AO L M OW S T	1	AO L M OW S T	1	AO L M OW S T	1	AO L M OW S T	BOTH_CORRECT	BOTH_CORRECT
1174	took	10	1175	T UH K	3	0.000851	1	0.5526394248008728	0.5526394248008728	0.4473605751991272	0.8056703805923462	0.12957853078842163	7.606903553009033	1	T UH K	1	T UH K	1	T UH K	1	T UH K	1	T UH K	1	T UH K	1	T UH K	1	T UH K	BOTH_CORRECT	BOTH_CORRECT
1175	located	10	1176	L OW K EY T AH D	7	0.00085	1	0.576858639717102	0.576858639717102	0.42314136028289795	0.8549454808235168	0.16071313619613647	1.7443900108337402	1	L OW K EY T AH D	1	L OW K EY T AH D	1	L OW K EY T AH D	1	L OW K EY T AH D	1	L OW K EY T AH D	1	L OW K EY T AH D	1	L OW K EY T AH D	1	L OW K EY T AH D	BOTH_CORRECT	BOTH_CORRECT
1176	multiple	10	1177	M AH L T AH P AH L	8	0.00085	1	0.5638232231140137	0.5638232231140137	0.43617677688598633	0.8283465504646301	0.2411426305770874	1.6212713718414307	1	M AH L T AH P AH L	1	M AH L T AH P AH L	1	M AH L T AH P AH L	1	M AH L T AH P AH L	1	M AH L T AH P AH L	1	M AH L T AH P AH L	1	M AH L T AH P AH L	1	M AH L T AH P AH L	BOTH_CORRECT	BOTH_CORRECT
1177	asian	10	1178	EY ZH AH N	4	0.000849	1	0.5656894445419312	0.5656894445419312	0.43431055545806885	0.8321426510810852	0.06764876842498779	1.8349000215530396	1	EY ZH AH N	1	EY ZH AH N	1	EY ZH AH N	1	EY ZH AH N	1	EY ZH AH N	1	EY ZH AH N	1	EY ZH AH N	1	EY ZH AH N	BOTH_CORRECT	BOTH_CORRECT
1178	editor	10	1179	EH D AH T ER	5	0.000848	1	0.5653670430183411	0.5653670430183411	0.43463295698165894	0.8314865827560425	0.1492675542831421	2.07912540435791	1	EH D AH T ER	1	EH D AH T ER	1	EH D AH T ER	1	EH D AH T ER	1	EH D AH T ER	1	EH D AH T ER	1	EH D AH T ER	1	EH D AH T ER	BOTH_CORRECT	BOTH_CORRECT
1179	inn	10	1180	IH N	2	0.000847	1	0.5229504704475403	0.5229504704475403	0.4770495295524597	0.7459331750869751	0.011943817138671875	88.32916259765625	1	IH N	1	IH N	1	IH N	1	IH N	1	IH N	1	IH N	1	IH N	1	IH N	BOTH_CORRECT	BOTH_CORRECT
1180	cause	10	1181	K AA Z	3	0.000847	1	0.5459727644920349	0.5459727644920349	0.4540272355079651	0.7922058701515198	0.021018266677856445	5.342440605163574	1	K AA Z	1	K AA Z	1	K AA Z	1	K AA Z	1	K AA Z	1	K AA Z	1	K AA Z	1	K AA Z	BOTH_CORRECT	BOTH_CORRECT
1181	potential	10	1182	P AH T EH N SH AH L	8	0.000846	1	0.5535544157028198	0.5535544157028198	0.4464455842971802	0.8075212240219116	0.08747279644012451	2.652099609375	1	P AH T EH N SH AH L	1	P AH T EH N SH AH L	1	P AH T EH N SH AH L	1	P AH T EH N SH AH L	1	P AH T EH N SH AH L	1	P AH T EH N SH AH L	1	P AH T EH N SH AH L	1	P AH T EH N SH AH L	BOTH_CORRECT	BOTH_CORRECT
1182	song	10	1183	S AO NG	3	0.000845	1	0.5705439448356628	0.5705439448356628	0.42945605516433716	0.8420353531837463	0.07380300760269165	3.253660202026367	1	S AO NG	1	S AO NG	1	S AO NG	1	S AO NG	1	S AO NG	1	S AO NG	1	S AO NG	1	S AO NG	BOTH_CORRECT	BOTH_CORRECT
1183	cnet	10	1184	S IY N EH T	5	0.000845	1	0.5608749389648438	0.5608749389648438	0.43912506103515625	0.8223568201065063	0.33051446080207825	0.971919059753418	1	S IY N EH T	1	S IY N EH T	1	S IY N EH T	1	S IY N EH T	1	S IY N EH T	1	S IY N EH T	1	S IY N EH T	1	S IY N EH T	BOTH_CORRECT	BOTH_CORRECT
1184	ltd	10	1185	L IH M IH T IH D	7	0.000844	1	0.5492119193077087	0.5492119193077087	0.45078808069229126	0.7987435460090637	0.22205281257629395	1.2372034788131714	1	L IH M IH T IH D	1	L IH M IH T IH D	1	L IH M IH T IH D	1	L IH M IH T IH D	1	L IH M IH T IH D	1	L IH M IH T IH D	1	L IH M IH T IH D	1	L IH M IH T IH D	BOTH_CORRECT	BOTH_CORRECT
1185	los	10	1186	L OW S	3	0.000843	1	0.5343630909919739	0.5343630909919739	0.4656369090080261	0.76883465051651	0.0534859299659729	2.5791683197021484	1	L OW S	1	L OW S	1	L OW S	1	L OW S	1	L OW S	1	L OW S	1	L OW S	1	L OW S	BOTH_CORRECT	BOTH_CORRECT
1186	hp	10	1187	EY CH P IY	4	0.000842	1	0.5291638970375061	0.5291638970375061	0.4708361029624939	0.7583940625190735	0.22283011674880981	1.5154151916503906	1	EY CH P IY	1	EY CH P IY	1	EY CH P IY	1	EY CH P IY	1	EY CH P IY	1	EY CH P IY	1	EY CH P IY	1	EY CH P IY	BOTH_CORRECT	BOTH_CORRECT
1187	focus	10	1188	F OW K AH S	5	0.000842	1	0.5764850974082947	0.5764850974082947	0.4235149025917053	0.8541804552078247	0.043393492698669434	3.2719979286193848	1	F OW K AH S	1	F OW K AH S	1	F OW K AH S	1	F OW K AH S	1	F OW K AH S	1	F OW K AH S	1	F OW K AH S	1	F OW K AH S	BOTH_CORRECT	BOTH_CORRECT
1188	late	10	1189	L EY T	3	0.000841	1	0.5117574334144592	0.5117574334144592	0.48824256658554077	0.7235192060470581	0.020712852478027344	22.206897735595703	1	L EY T	1	L EY T	1	L EY T	1	L EY T	1	L EY T	1	L EY T	1	L EY T	1	L EY T	BOTH_CORRECT	BOTH_CORRECT
1189	fall	10	1190	F AO L	3	0.00084	1	0.5182798504829407	0.5182798504829407	0.4817201495170593	0.7365760207176208	0.05577492713928223	14.454972267150879	1	F AO L	1	F AO L	1	F AO L	1	F AO L	1	F AO L	1	F AO L	1	F AO L	1	F AO L	BOTH_CORRECT	BOTH_CORRECT
1190	featured	10	1191	F IY CH ER D	5	0.00084	1	0.5676405429840088	0.5676405429840088	0.4323594570159912	0.8361154794692993	0.01820993423461914	3.470684051513672	1	F IY CH ER D	1	F IY CH ER D	1	F IY CH ER D	1	F IY CH ER D	1	F IY CH ER D	1	F IY CH ER D	1	F IY CH ER D	1	F IY CH ER D	BOTH_CORRECT	BOTH_CORRECT
1191	idea	10	1192	AY D IY AH	4	0.000839	1	0.5636810660362244	0.5636810660362244	0.43631893396377563	0.828057587146759	0.12718439102172852	3.784679412841797	1	AY D IY AH	1	AY D IY AH	1	AY D IY AH	1	AY D IY AH	1	AY D IY AH	1	AY D IY AH	1	AY D IY AH	1	AY D IY AH	BOTH_CORRECT	BOTH_CORRECT
1192	rooms	10	1193	R UW M Z	4	0.000838	1	0.5740969181060791	0.5740969181060791	0.4259030818939209	0.8492932319641113	0.1455269455909729	1.984956979751587	1	R UW M Z	1	R UW M Z	1	R UW M Z	1	R UW M Z	1	R UW M Z	1	R UW M Z	1	R UW M Z	1	R UW M Z	BOTH_CORRECT	BOTH_CORRECT
1193	female	10	1194	F IY M EY L	5	0.000838	1	0.558066189289093	0.558066189289093	0.441933810710907	0.8166587352752686	0.05114448070526123	2.0022201538085938	1	F IY M EY L	1	F IY M EY L	1	F IY M EY L	1	F IY M EY L	1	F IY M EY L	1	F IY M EY L	1	F IY M EY L	1	F IY M EY L	BOTH_CORRECT	BOTH_CORRECT
1194	inc	10	1195	IH NG K	3	0.000837	1	0.5271897912025452	0.5271897912025452	0.47281020879745483	0.7544333338737488	0.25923407077789307	1.3473211526870728	1	IH NG K	1	IH NG K	1	IH NG K	1	IH NG K	1	IH NG K	1	IH NG K	1	IH NG K	1	IH NG K	BOTH_CORRECT	BOTH_CORRECT
1195	win	10	1196	W IH N	3	0.000836	1	0.5581128597259521	0.5581128597259521	0.44188714027404785	0.8167533278465271	0.05699777603149414	6.244305610656738	1	W IH N	1	W IH N	1	W IH N	1	W IH N	1	W IH N	1	W IH N	1	W IH N	1	W IH N	BOTH_CORRECT	BOTH_CORRECT
1196	associated	10	1197	AH S OW S IY EY T IH D	9	0.000835	1	0.5359187126159668	0.5359187126159668	0.4640812873840332	0.7719613909721375	0.2833647131919861	1.5662646293640137	1	AH S OW S IY EY T IH D	1	AH S OW S IY EY T IH D	1	AH S OW S IY EY T IH D	1	AH S OW S IY EY T IH D	1	AH S OW S IY EY T IH D	1	AH S OW S IY EY T IH D	1	AH S OW S IY EY T IH D	1	AH S OW S IY EY T IH D	BOTH_CORRECT	BOTH_CORRECT
1197	thomas	10	1198	T AA M AH S	5	0.000835	1	0.5366528630256653	0.5366528630256653	0.4633471369743347	0.7734375	0.19248169660568237	3.8316709995269775	1	T AA M AH S	1	T AA M AH S	1	T AA M AH S	1	T AA M AH S	1	T AA M AH S	1	T AA M AH S	1	T AA M AH S	1	T AA M AH S	BOTH_CORRECT	BOTH_CORRECT
1198	primary	10	1199	P R AY M EH R IY	7	0.000834	1	0.5461752414703369	0.5461752414703369	0.4538247585296631	0.7926142811775208	0.23574727773666382	1.356148600578308	1	P R AY M EH R IY	1	P R AY M EH R IY	1	P R AY M EH R IY	1	P R AY M EH R IY	1	P R AY M EH R IY	1	P R AY M EH R IY	1	P R AY M EH R IY	1	P R AY M EH R IY	BOTH_CORRECT	BOTH_CORRECT
1199	cancer	10	1200	K AE N S ER	5	0.000833	1	0.5524625778198242	0.5524625778198242	0.4475374221801758	0.8053126931190491	0.1640806794166565	2.618180751800537	1	K AE N S ER	1	K AE N S ER	1	K AE N S ER	1	K AE N S ER	1	K AE N S ER	1	K AE N S ER	1	K AE N S ER	1	K AE N S ER	BOTH_CORRECT	BOTH_CORRECT
1200	numbers	10	1201	N AH M B ER Z	6	0.000833	1	0.5464597344398499	0.5464597344398499	0.45354026556015015	0.793188214302063	0.07081222534179688	2.381772518157959	1	N AH M B ER Z	1	N AH M B ER Z	1	N AH M B ER Z	1	N AH M B ER Z	1	N AH M B ER Z	1	N AH M B ER Z	1	N AH M B ER Z	1	N AH M B ER Z	BOTH_CORRECT	BOTH_CORRECT
1201	reason	10	1202	R IY Z AH N	5	0.000832	1	0.5919440984725952	0.5919440984725952	0.4080559015274048	0.8860039710998535	0.14219945669174194	5.074044227600098	1	R IY Z AH N	1	R IY Z AH N	1	R IY Z AH N	1	R IY Z AH N	1	R IY Z AH N	1	R IY Z AH N	1	R IY Z AH N	1	R IY Z AH N	BOTH_CORRECT	BOTH_CORRECT
